---------------------------------------------------------------------------------------------
At. num | Sp. Name      | Ion Charge | El. Name     |        Ionization Energy (eV)         |
     50 | Sn VI         |         +5 | Tin          |           (94.0)                      |
     50 | Sn VII        |         +6 | Tin          |          (112.9)                      |
     50 | Sn VIII       |         +7 | Tin          |          (135.0)                      |
     50 | Sn IX         |         +8 | Tin          |          (156.0)                      |
     50 | Sn X          |         +9 | Tin          |          (184.0)                      |
     51 | Sb I          |          0 | Antimony     |             8.608389                  |
     51 | Sb II         |         +1 | Antimony     |            16.626                     |
     51 | Sb III        |         +2 | Antimony     |            25.3235                    |
     51 | Sb IV         |         +3 | Antimony     |            43.804                     |
     51 | Sb V          |         +4 | Antimony     |           [55.00]                     |
     51 | Sb VI         |         +5 | Antimony     |            99.510                     |
     51 | Sb VII        |         +6 | Antimony     |          (117.0)                      |
     51 | Sb VIII       |         +7 | Antimony     |          (139.0)                      |
     51 | Sb IX         |         +8 | Antimony     |          (162.1)                      |
     51 | Sb X          |         +9 | Antimony     |          (185.0)                      |
     52 | Te I          |          0 | Tellurium    |             9.00966                   |
     52 | Te II         |         +1 | Tellurium    |            18.60                      |
     52 | Te III        |         +2 | Tellurium    |            27.838                     |
     52 | Te IV         |         +3 | Tellurium    |            37.4155                    |
     52 | Te V          |         +4 | Tellurium    |            59.25                      |
     52 | Te VI         |         +5 | Tellurium    |           (69.1)                      |
     52 | Te VII        |         +6 | Tellurium    |           124.201                     |
     52 | Te VIII       |         +7 | Tellurium    |          (142.9)                      |
     52 | Te IX         |         +8 | Tellurium    |          (167.0)                      |
     52 | Te X          |         +9 | Tellurium    |          (191.1)                      |
     53 | I I           |          0 | Iodine       |            10.451300                  |
     53 | I II          |         +1 | Iodine       |            19.13126                   |
     53 | I III         |         +2 | Iodine       |            29.570                     |
     53 | I IV          |         +3 | Iodine       |            40.357                     |
     53 | I V           |         +4 | Iodine       |            51.517                     |
     53 | I VI          |         +5 | Iodine       |           [74.37]                     |
     53 | I VII         |         +6 | Iodine       |           [87.607]                    |
     53 | I VIII        |         +7 | Iodine       |           150.81                      |
     53 | I IX          |         +8 | Iodine       |          (171.0)                      |
     53 | I X           |         +9 | Iodine       |          (197.0)                      |
     54 | Xe I          |          0 | Xenon        |            12.1298430                 |
     54 | Xe II         |         +1 | Xenon        |           [20.9750]                   |
     54 | Xe III        |         +2 | Xenon        |           [31.046]                    |
     54 | Xe IV         |         +3 | Xenon        |            42.20                      |
     54 | Xe V          |         +4 | Xenon        |           [54.14]                     |
     54 | Xe VI         |         +5 | Xenon        |            66.7030                    |
     54 | Xe VII        |         +6 | Xenon        |           [91.60]                     |
     54 | Xe VIII       |         +7 | Xenon        |           105.9780                    |
     54 | Xe IX         |         +8 | Xenon        |           179.84                      |
     54 | Xe X          |         +9 | Xenon        |          (202.0)                      |
     55 | Cs I          |          0 | Cesium       |             3.893905481               |
     55 | Cs II         |         +1 | Cesium       |            23.157440                  |
     55 | Cs III        |         +2 | Cesium       |           [33.1950]                   |
     55 | Cs IV         |         +3 | Cesium       |           (43.0)                      |
     55 | Cs V          |         +4 | Cesium       |           (56.0)                      |
     55 | Cs VI         |         +5 | Cesium       |           (69.1)                      |
     55 | Cs VII        |         +6 | Cesium       |           (83.0)                      |
     55 | Cs VIII       |         +7 | Cesium       |          [110.09]                     |
     55 | Cs IX         |         +8 | Cesium       |          [125.608]                    |
     55 | Cs X          |         +9 | Cesium       |           213.3                       |
     56 | Ba I          |          0 | Barium       |             5.2116640                 |
     56 | Ba II         |         +1 | Barium       |            10.003830                  |
     56 | Ba III        |         +2 | Barium       |            35.8440                    |
     56 | Ba IV         |         +3 | Barium       |           [47.03]                     |
     56 | Ba V          |         +4 | Barium       |           (58.0)                      |
     56 | Ba VI         |         +5 | Barium       |           (71.0)                      |
     56 | Ba VII        |         +6 | Barium       |           (86.0)                      |
     56 | Ba VIII       |         +7 | Barium       |          (101.0)                      |
     56 | Ba IX         |         +8 | Barium       |          [130.53]                     |
     56 | Ba X          |         +9 | Barium       |          [146.53]                     |
     57 | La I          |          0 | Lanthanum    |             5.57690                   |
     57 | La II         |         +1 | Lanthanum    |            11.184900                  |
     57 | La III        |         +2 | Lanthanum    |            19.17730                   |
     57 | La IV         |         +3 | Lanthanum    |           [49.953]                    |
     57 | La V          |         +4 | Lanthanum    |           [61.62]                     |
     57 | La VI         |         +5 | Lanthanum    |           (74.0)                      |
     57 | La VII        |         +6 | Lanthanum    |           (88.0)                      |
     57 | La VIII       |         +7 | Lanthanum    |          (105.0)                      |
     57 | La IX         |         +8 | Lanthanum    |          (119.0)                      |
     57 | La X          |         +9 | Lanthanum    |          [151.42]                     |
     58 | Ce I          |          0 | Cerium       |             5.53860                   |
     58 | Ce II         |         +1 | Cerium       |           [10.850]                    |
     58 | Ce III        |         +2 | Cerium       |           [20.1974]                   |
     58 | Ce IV         |         +3 | Cerium       |           [36.9064]                   |
     58 | Ce V          |         +4 | Cerium       |           [65.55]                     |
     58 | Ce VI         |         +5 | Cerium       |           [77.6]                      |
     58 | Ce VII        |         +6 | Cerium       |           (91.0)                      |
     58 | Ce VIII       |         +7 | Cerium       |          (106.0)                      |
     58 | Ce IX         |         +8 | Cerium       |          (125.0)                      |
     58 | Ce X          |         +9 | Cerium       |          (140.0)                      |
     59 | Pr I          |          0 | Praseodymium |            [5.473]                    |
     59 | Pr II         |         +1 | Praseodymium |           [10.550]                    |
     59 | Pr III        |         +2 | Praseodymium |            21.6237                    |
     59 | Pr IV         |         +3 | Praseodymium |           [38.981]                    |
     59 | Pr V          |         +4 | Praseodymium |           [57.530]                    |
     59 | Pr VI         |         +5 | Praseodymium |           (82)                        |
     59 | Pr VII        |         +6 | Praseodymium |           (97)                        |
     59 | Pr VIII       |         +7 | Praseodymium |          (112)                        |
     59 | Pr IX         |         +8 | Praseodymium |          (131)                        |
     59 | Pr X          |         +9 | Praseodymium |          (148)                        |
     60 | Nd I          |          0 | Neodymium    |             5.52500                   |
     60 | Nd II         |         +1 | Neodymium    |           [10.720]                    |
     60 | Nd III        |         +2 | Neodymium    |           [22.14]                     |
     60 | Nd IV         |         +3 | Neodymium    |           [40.42]                     |
     60 | Nd V          |         +4 | Neodymium    |           [60.00]                     |
     60 | Nd VI         |         +5 | Neodymium    |           (84)                        |
     60 | Nd VII        |         +6 | Neodymium    |           (99)                        |
     60 | Nd VIII       |         +7 | Neodymium    |          (114)                        |
     60 | Nd IX         |         +8 | Neodymium    |          (136)                        |
     60 | Nd X          |         +9 | Neodymium    |          (152)                        |
     61 | Pm I          |          0 | Promethium   |            [5.582]                    |
     61 | Pm II         |         +1 | Promethium   |           [10.900]                    |
     61 | Pm III        |         +2 | Promethium   |           [22.30]                     |
     61 | Pm IV         |         +3 | Promethium   |           [41.04]                     |
     61 | Pm V          |         +4 | Promethium   |           [61.70]                     |
     61 | Pm VI         |         +5 | Promethium   |           (85)                        |
     61 | Pm VII        |         +6 | Promethium   |          (101)                        |
     61 | Pm VIII       |         +7 | Promethium   |          (116)                        |
     61 | Pm IX         |         +8 | Promethium   |          (138)                        |
     61 | Pm X          |         +9 | Promethium   |          (155)                        |
     62 | Sm I          |          0 | Samarium     |             5.64371                   |
     62 | Sm II         |         +1 | Samarium     |           [11.070]                    |
     62 | Sm III        |         +2 | Samarium     |           [23.43]                     |
     62 | Sm IV         |         +3 | Samarium     |           [41.41]                     |
     62 | Sm V          |         +4 | Samarium     |           [62.66]                     |
     62 | Sm VI         |         +5 | Samarium     |           (87)                        |
     62 | Sm VII        |         +6 | Samarium     |          (103)                        |
     62 | Sm VIII       |         +7 | Samarium     |          (118)                        |
     62 | Sm IX         |         +8 | Samarium     |          (141)                        |
     62 | Sm X          |         +9 | Samarium     |          (158)                        |
     63 | Eu I          |          0 | Europium     |             5.6703850                 |
     63 | Eu II         |         +1 | Europium     |           [11.2410]                   |
     63 | Eu III        |         +2 | Europium     |           [24.92]                     |
     63 | Eu IV         |         +3 | Europium     |           [42.65]                     |
     63 | Eu V          |         +4 | Europium     |           [63.20]                     |
     63 | Eu VI         |         +5 | Europium     |           (89)                        |
     63 | Eu VII        |         +6 | Europium     |          (105)                        |
     63 | Eu VIII       |         +7 | Europium     |          (120)                        |
     63 | Eu IX         |         +8 | Europium     |          (144)                        |
     63 | Eu X          |         +9 | Europium     |          (161)                        |
     64 | Gd I          |          0 | Gadolinium   |             6.149796                  |
     64 | Gd II         |         +1 | Gadolinium   |           [12.090]                    |
     64 | Gd III        |         +2 | Gadolinium   |           [20.63]                     |
     64 | Gd IV         |         +3 | Gadolinium   |           [44.01]                     |
     64 | Gd V          |         +4 | Gadolinium   |           [64.76]                     |
     64 | Gd VI         |         +5 | Gadolinium   |           (89)                        |
     64 | Gd VII        |         +6 | Gadolinium   |          (106)                        |
     64 | Gd VIII       |         +7 | Gadolinium   |          (123)                        |
     64 | Gd IX         |         +8 | Gadolinium   |          (144)                        |
     64 | Gd X          |         +9 | Gadolinium   |          (165)                        |
     65 | Tb I          |          0 | Terbium      |             5.86380                   |
     65 | Tb II         |         +1 | Terbium      |           [11.520]                    |
     65 | Tb III        |         +2 | Terbium      |           [21.91]                     |
     65 | Tb IV         |         +3 | Terbium      |           [39.37]                     |
     65 | Tb V          |         +4 | Terbium      |           [66.46]                     |
     65 | Tb VI         |         +5 | Terbium      |           (90)                        |
     65 | Tb VII        |         +6 | Terbium      |          (108)                        |
     65 | Tb VIII       |         +7 | Terbium      |          (125)                        |
     65 | Tb IX         |         +8 | Terbium      |          (143)                        |
     65 | Tb X          |         +9 | Terbium      |          (168)                        |
     66 | Dy I          |          0 | Dysprosium   |             5.939050                  |
     66 | Dy II         |         +1 | Dysprosium   |           [11.670]                    |
     66 | Dy III        |         +2 | Dysprosium   |           [22.93]                     |
     66 | Dy IV         |         +3 | Dysprosium   |           [41.41]                     |
     66 | Dy V          |         +4 | Dysprosium   |           [62.08]                     |
     66 | Dy VI         |         +5 | Dysprosium   |           (93)                        |
     66 | Dy VII        |         +6 | Dysprosium   |          (110)                        |
     66 | Dy VIII       |         +7 | Dysprosium   |          (127)                        |
     66 | Dy IX         |         +8 | Dysprosium   |          (152)                        |
     66 | Dy X          |         +9 | Dysprosium   |          (170)                        |
     67 | Ho I          |          0 | Holmium      |             6.02150                   |
     67 | Ho II         |         +1 | Holmium      |           [11.800]                    |
     67 | Ho III        |         +2 | Holmium      |           [22.84]                     |
     67 | Ho IV         |         +3 | Holmium      |           [42.53]                     |
     67 | Ho V          |         +4 | Holmium      |           [63.93]                     |
     67 | Ho VI         |         +5 | Holmium      |           (95)                        |
     67 | Ho VII        |         +6 | Holmium      |          (112)                        |
     67 | Ho VIII       |         +7 | Holmium      |          (129)                        |
     67 | Ho IX         |         +8 | Holmium      |          (155)                        |
     67 | Ho X          |         +9 | Holmium      |          (173)                        |
     68 | Er I          |          0 | Erbium       |             6.1077                    |
     68 | Er II         |         +1 | Erbium       |           [11.930]                    |
     68 | Er III        |         +2 | Erbium       |           [22.74]                     |
     68 | Er IV         |         +3 | Erbium       |           [42.65]                     |
     68 | Er V          |         +4 | Erbium       |           [65.10]                     |
     68 | Er VI         |         +5 | Erbium       |           (96)                        |
     68 | Er VII        |         +6 | Erbium       |          (114)                        |
     68 | Er VIII       |         +7 | Erbium       |          (131)                        |
     68 | Er IX         |         +8 | Erbium       |          (158)                        |
     68 | Er X          |         +9 | Erbium       |          (177)                        |
     69 | Tm I          |          0 | Thulium      |             6.184310                  |
     69 | Tm II         |         +1 | Thulium      |           [12.050]                    |
     69 | Tm III        |         +2 | Thulium      |           [23.68]                     |
     69 | Tm IV         |         +3 | Thulium      |           [42.65]                     |
     69 | Tm V          |         +4 | Thulium      |           [65.43]                     |
     69 | Tm VI         |         +5 | Thulium      |           (98)                        |
     69 | Tm VII        |         +6 | Thulium      |          (116)                        |
     69 | Tm VIII       |         +7 | Thulium      |          (133)                        |
     69 | Tm IX         |         +8 | Thulium      |          (160)                        |
     69 | Tm X          |         +9 | Thulium      |          (180)                        |
     70 | Yb I          |          0 | Ytterbium    |             6.254160                  |
     70 | Yb II         |         +1 | Ytterbium    |            12.179180                  |
     70 | Yb III        |         +2 | Ytterbium    |           [25.053]                    |
     70 | Yb IV         |         +3 | Ytterbium    |           [43.56]                     |
     70 | Yb V          |         +4 | Ytterbium    |           [65.58]                     |
     70 | Yb VI         |         +5 | Ytterbium    |           (99)                        |
     70 | Yb VII        |         +6 | Ytterbium    |          (117)                        |
     70 | Yb VIII       |         +7 | Ytterbium    |          (135)                        |
     70 | Yb IX         |         +8 | Ytterbium    |          (163)                        |
     70 | Yb X          |         +9 | Ytterbium    |          (182)                        |
     71 | Lu I          |          0 | Lutetium     |             5.425871                  |
     71 | Lu II         |         +1 | Lutetium     |           [13.89]                     |
     71 | Lu III        |         +2 | Lutetium     |           [20.9551]                   |
     71 | Lu IV         |         +3 | Lutetium     |           [45.249]                    |
     71 | Lu V          |         +4 | Lutetium     |           [66.79]                     |
     71 | Lu VI         |         +5 | Lutetium     |           (98)                        |
     71 | Lu VII        |         +6 | Lutetium     |          (117)                        |
     71 | Lu VIII       |         +7 | Lutetium     |          (136)                        |
     71 | Lu IX         |         +8 | Lutetium     |          (159)                        |
     71 | Lu X          |         +9 | Lutetium     |          (185)                        |
     72 | Hf I          |          0 | Hafnium      |             6.825070                  |
     72 | Hf II         |         +1 | Hafnium      |           [14.9]                      |
     72 | Hf III        |         +2 | Hafnium      |           [23.28]                     |
     72 | Hf IV         |         +3 | Hafnium      |           [33.370]                    |
     72 | Hf V          |         +4 | Hafnium      |           [68.375]                    |
     72 | Hf VI         |         +5 | Hafnium      |           (98)                        |
     72 | Hf VII        |         +6 | Hafnium      |          (118)                        |
     72 | Hf VIII       |         +7 | Hafnium      |          (138)                        |
     72 | Hf IX         |         +8 | Hafnium      |          (157)                        |
     72 | Hf X          |         +9 | Hafnium      |          (187)                        |
     73 | Ta I          |          0 | Tantalum     |             7.549570                  |
     73 | Ta II         |         +1 | Tantalum     |           [16.24]                     |
     73 | Ta III        |         +2 | Tantalum     |           (23.1)                      |
     73 | Ta IV         |         +3 | Tantalum     |           (35.0)                      |
     73 | Ta V          |         +4 | Tantalum     |           [48.272]                    |
     73 | Ta VI         |         +5 | Tantalum     |           [94.011]                    |
     73 | Ta VII        |         +6 | Tantalum     |          (119)                        |
     73 | Ta VIII       |         +7 | Tantalum     |          (139)                        |
     73 | Ta IX         |         +8 | Tantalum     |          (159)                        |
     73 | Ta X          |         +9 | Tantalum     |          (180)                        |
     74 | W I           |          0 | Tungsten     |             7.86403                   |
     74 | W II          |         +1 | Tungsten     |           [16.37]                     |
     74 | W III         |         +2 | Tungsten     |           [26.02]                     |
     74 | W IV          |         +3 | Tungsten     |           [38.21]                     |
     74 | W V           |         +4 | Tungsten     |           [51.59]                     |
     74 | W VI          |         +5 | Tungsten     |           [64.766]                    |
     74 | W VII         |         +6 | Tungsten     |          [122.010]                    |
     74 | W VIII        |         +7 | Tungsten     |          [141.2]                      |
     74 | W IX          |         +8 | Tungsten     |          [160.2]                      |
     74 | W X           |         +9 | Tungsten     |          [179.0]                      |
     75 | Re I          |          0 | Rhenium      |             7.83352                   |
     75 | Re II         |         +1 | Rhenium      |           [16.61]                     |
     75 | Re III        |         +2 | Rhenium      |           (27.0)                      |
     75 | Re IV         |         +3 | Rhenium      |           (39.1)                      |
     75 | Re V          |         +4 | Rhenium      |           (52.0)                      |
     75 | Re VI         |         +5 | Rhenium      |           (67.0)                      |
     75 | Re VII        |         +6 | Rhenium      |           [82.710]                    |
     75 | Re VIII       |         +7 | Rhenium      |          [144.44]                     |
     75 | Re IX         |         +8 | Rhenium      |          (165)                        |
     75 | Re X          |         +9 | Rhenium      |          (187)                        |
     76 | Os I          |          0 | Osmium       |             8.43823                   |
     76 | Os II         |         +1 | Osmium       |           [17.0]                      |
     76 | Os III        |         +2 | Osmium       |           (25.0)                      |
     76 | Os IV         |         +3 | Osmium       |           (41.0)                      |
     76 | Os V          |         +4 | Osmium       |           (55.0)                      |
     76 | Os VI         |         +5 | Osmium       |           (70.0)                      |
     76 | Os VII        |         +6 | Osmium       |           (85.0)                      |
     76 | Os VIII       |         +7 | Osmium       |          [102.024]                    |
     76 | Os IX         |         +8 | Osmium       |          [168.74]                     |
     76 | Os X          |         +9 | Osmium       |          (190)                        |
     77 | Ir I          |          0 | Iridium      |             8.96702                   |
     77 | Ir II         |         +1 | Iridium      |           [17.00]                     |
     77 | Ir III        |         +2 | Iridium      |           (28.0)                      |
     77 | Ir IV         |         +3 | Iridium      |           (40.0)                      |
     77 | Ir V          |         +4 | Iridium      |           (57.0)                      |
     77 | Ir VI         |         +5 | Iridium      |           (72.0)                      |
     77 | Ir VII        |         +6 | Iridium      |           (89.0)                      |
     77 | Ir VIII       |         +7 | Iridium      |          (105.0)                      |
     77 | Ir IX         |         +8 | Iridium      |          [123.00]                     |
     77 | Ir X          |         +9 | Iridium      |          [194.78]                     |
     78 | Pt I          |          0 | Platinum     |             8.95882                   |
     78 | Pt II         |         +1 | Platinum     |            18.56                      |
     78 | Pt III        |         +2 | Platinum     |           (29.0)                      |
     78 | Pt IV         |         +3 | Platinum     |           (43.0)                      |
     78 | Pt V          |         +4 | Platinum     |           (56.0)                      |
     78 | Pt VI         |         +5 | Platinum     |           (75.0)                      |
     78 | Pt VII        |         +6 | Platinum     |           (91.0)                      |
     78 | Pt VIII       |         +7 | Platinum     |          (109.0)                      |
     78 | Pt IX         |         +8 | Platinum     |          (126.0)                      |
     78 | Pt X          |         +9 | Platinum     |          [144.9]                      |
     79 | Au I          |          0 | Gold         |             9.2255530                 |
     79 | Au II         |         +1 | Gold         |            20.203                     |
     79 | Au III        |         +2 | Gold         |           (30.0)                      |
     79 | Au IV         |         +3 | Gold         |           (45.0)                      |
     79 | Au V          |         +4 | Gold         |           (60.0)                      |
     79 | Au VI         |         +5 | Gold         |           (74.0)                      |
     79 | Au VII        |         +6 | Gold         |           (94.0)                      |
     79 | Au VIII       |         +7 | Gold         |          (112.0)                      |
     79 | Au IX         |         +8 | Gold         |          (130.1)                      |
     79 | Au X          |         +9 | Gold         |          (149.0)                      |
     80 | Hg I          |          0 | Mercury      |            10.4375000                 |
     80 | Hg II         |         +1 | Mercury      |            18.756870                  |
     80 | Hg III        |         +2 | Mercury      |            34.455                     |
     80 | Hg IV         |         +3 | Mercury      |            48.55                      |
     80 | Hg V          |         +4 | Mercury      |            61.20                      |
     80 | Hg VI         |         +5 | Mercury      |            76.62                      |
     80 | Hg VII        |         +6 | Mercury      |            93.0                       |
     80 | Hg VIII       |         +7 | Mercury      |          (113.9)                      |
     80 | Hg IX         |         +8 | Mercury      |          (134.0)                      |
     80 | Hg X          |         +9 | Mercury      |          (153.0)                      |
     81 | Tl I          |          0 | Thallium     |             6.1082870                 |
     81 | Tl II         |         +1 | Thallium     |            20.42830                   |
     81 | Tl III        |         +2 | Thallium     |            29.85200                   |
     81 | Tl IV         |         +3 | Thallium     |            51.143                     |
     81 | Tl V          |         +4 | Thallium     |            62.61                      |
     81 | Tl VI         |         +5 | Thallium     |           (80.0)                      |
     81 | Tl VII        |         +6 | Thallium     |           (97.9)                      |
     81 | Tl VIII       |         +7 | Thallium     |          (116.0)                      |
     81 | Tl IX         |         +8 | Thallium     |          (135.0)                      |
     81 | Tl X          |         +9 | Thallium     |          (158.0)                      |
     82 | Pb I          |          0 | Lead         |             7.41667950                |
     82 | Pb II         |         +1 | Lead         |            15.0324980                 |
     82 | Pb III        |         +2 | Lead         |            31.93730                   |
     82 | Pb IV         |         +3 | Lead         |            42.33255                   |
     82 | Pb V          |         +4 | Lead         |           [68.81]                     |
     82 | Pb VI         |         +5 | Lead         |           (83.0)                      |
     82 | Pb VII        |         +6 | Lead         |          (100.1)                      |
     82 | Pb VIII       |         +7 | Lead         |          (120.0)                      |
     82 | Pb IX         |         +8 | Lead         |          (138.0)                      |
     82 | Pb X          |         +9 | Lead         |          (158.0)                      |
     83 | Bi I          |          0 | Bismuth      |             7.2855160                 |
     83 | Bi II         |         +1 | Bismuth      |            16.7032                    |
     83 | Bi III        |         +2 | Bismuth      |            25.5631                    |
     83 | Bi IV         |         +3 | Bismuth      |            45.366                     |
     83 | Bi V          |         +4 | Bismuth      |            54.851                     |
     83 | Bi VI         |         +5 | Bismuth      |           [88.40]                     |
     83 | Bi VII        |         +6 | Bismuth      |          (103.0)                      |
     83 | Bi VIII       |         +7 | Bismuth      |          (122.0)                      |
     83 | Bi IX         |         +8 | Bismuth      |          (142.9)                      |
     83 | Bi X          |         +9 | Bismuth      |          (161.1)                      |
     84 | Po I          |          0 | Polonium     |             8.4136                    |
     84 | Po II         |         +1 | Polonium     |           [19.3]                      |
     84 | Po III        |         +2 | Polonium     |           [27.30]                     |
     84 | Po IV         |         +3 | Polonium     |           (36.0)                      |
     84 | Po V          |         +4 | Polonium     |           (57.0)                      |
     84 | Po VI         |         +5 | Polonium     |           (69.1)                      |
     84 | Po VII        |         +6 | Polonium     |          (108.0)                      |
     84 | Po VIII       |         +7 | Polonium     |          (125.0)                      |
     84 | Po IX         |         +8 | Polonium     |          (146.1)                      |
     84 | Po X          |         +9 | Polonium     |          (166.0)                      |
     85 | At I          |          0 | Astatine     |             9.317510                  |
     85 | At II         |         +1 | Astatine     |           [17.880]                    |
     85 | At III        |         +2 | Astatine     |           [26.582]                    |
     85 | At IV         |         +3 | Astatine     |           [39.650]                    |
     85 | At V          |         +4 | Astatine     |           [50.387]                    |
     85 | At VI         |         +5 | Astatine     |           (72.0)                      |
     85 | At VII        |         +6 | Astatine     |           (85.0)                      |
     85 | At VIII       |         +7 | Astatine     |          (130.1)                      |
     85 | At IX         |         +8 | Astatine     |          (149.0)                      |
     85 | At X          |         +9 | Astatine     |          (169.0)                      |
     86 | Rn I          |          0 | Radon        |            10.7485                    |
     86 | Rn II         |         +1 | Radon        |           [21.4]                      |
     86 | Rn III        |         +2 | Radon        |           [29.4]                      |
     86 | Rn IV         |         +3 | Radon        |           (37.0)                      |
     86 | Rn V          |         +4 | Radon        |           (52.9)                      |
     86 | Rn VI         |         +5 | Radon        |           (64.0)                      |
     86 | Rn VII        |         +6 | Radon        |           (88.0)                      |
     86 | Rn VIII       |         +7 | Radon        |          (102.0)                      |
     86 | Rn IX         |         +8 | Radon        |          (154.0)                      |
     86 | Rn X          |         +9 | Radon        |          (173.9)                      |
     87 | Fr I          |          0 | Francium     |             4.0727408                 |
     87 | Fr II         |         +1 | Francium     |           [22.4]                      |
     87 | Fr III        |         +2 | Francium     |           [33.5]                      |
     87 | Fr IV         |         +3 | Francium     |           (39.1)                      |
     87 | Fr V          |         +4 | Francium     |           (50.0)                      |
     87 | Fr VI         |         +5 | Francium     |           (67.0)                      |
     87 | Fr VII        |         +6 | Francium     |           (80.0)                      |
     87 | Fr VIII       |         +7 | Francium     |          (106.0)                      |
     87 | Fr IX         |         +8 | Francium     |          (120.0)                      |
     87 | Fr X          |         +9 | Francium     |          (179.0)                      |
     88 | Ra I          |          0 | Radium       |             5.2784240                 |
     88 | Ra II         |         +1 | Radium       |            10.14715                   |
     88 | Ra III        |         +2 | Radium       |           (31.0)                      |
     88 | Ra IV         |         +3 | Radium       |           (41.0)                      |
     88 | Ra V          |         +4 | Radium       |           (52.9)                      |
     88 | Ra VI         |         +5 | Radium       |           (64.0)                      |
     88 | Ra VII        |         +6 | Radium       |           (82.0)                      |
     88 | Ra VIII       |         +7 | Radium       |           (97.0)                      |
     88 | Ra IX         |         +8 | Radium       |          (120.0)                      |
     88 | Ra X          |         +9 | Radium       |          (140.0)                      |
     89 | Ac I          |          0 | Actinium     |             5.380226                  |
     89 | Ac II         |         +1 | Actinium     |           [11.750]                    |
     89 | Ac III        |         +2 | Actinium     |           (17.431)                    |
     89 | Ac IV         |         +3 | Actinium     |           [44.8]                      |
     89 | Ac V          |         +4 | Actinium     |           (55.0)                      |
     89 | Ac VI         |         +5 | Actinium     |           (67.0)                      |
     89 | Ac VII        |         +6 | Actinium     |           (79.0)                      |
     89 | Ac VIII       |         +7 | Actinium     |           (98.9)                      |
     89 | Ac IX         |         +8 | Actinium     |          (113.9)                      |
     89 | Ac X          |         +9 | Actinium     |          (143.9)                      |
     90 | Th I          |          0 | Thorium      |             6.30670                   |
     90 | Th II         |         +1 | Thorium      |            11.9                       |
     90 | Th III        |         +2 | Thorium      |           [18.325]                    |
     90 | Th IV         |         +3 | Thorium      |            28.648                     |
     90 | Th V          |         +4 | Thorium      |           (58.0)                      |
     90 | Th VI         |         +5 | Thorium      |           (69.1)                      |
     90 | Th VII        |         +6 | Thorium      |           (82.0)                      |
     90 | Th VIII       |         +7 | Thorium      |           (95.0)                      |
     90 | Th IX         |         +8 | Thorium      |          (118.0)                      |
     90 | Th X          |         +9 | Thorium      |          (133.0)                      |
     91 | Pa I          |          0 | Protactinium |            [5.89]                     |
     91 | Pa II         |         +1 | Protactinium |           [11.90]                     |
     91 | Pa III        |         +2 | Protactinium |           [18.60]                     |
     91 | Pa IV         |         +3 | Protactinium |           [30.87]                     |
     91 | Pa V          |         +4 | Protactinium |           (44.26)                     |
     91 | Pa VI         |         +5 | Protactinium |           (72.0)                      |
     91 | Pa VII        |         +6 | Protactinium |           (85.0)                      |
     91 | Pa VIII       |         +7 | Protactinium |           (98.9)                      |
     91 | Pa IX         |         +8 | Protactinium |          (111.0)                      |
     91 | Pa X          |         +9 | Protactinium |          (137.0)                      |
     92 | U I           |          0 | Uranium      |             6.194050                  |
     92 | U II          |         +1 | Uranium      |            11.59                      |
     92 | U III         |         +2 | Uranium      |            19.80                      |
     92 | U IV          |         +3 | Uranium      |            36.7                       |
     92 | U V           |         +4 | Uranium      |           (46.0)                      |
     92 | U VI          |         +5 | Uranium      |           [62.0]                      |
     92 | U VII         |         +6 | Uranium      |           (89.0)                      |
     92 | U VIII        |         +7 | Uranium      |          (101.0)                      |
     92 | U IX          |         +8 | Uranium      |          (116.0)                      |
     92 | U X           |         +9 | Uranium      |          (128.9)                      |
---------------------------------------------------------------------------------------------
